,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Attacker_rating,home_Attacker_rating,away_Defender_rating,home_Defender_rating
9864,1732995,8406,8722,2014/2015,2015-05-02 00:00:00,DRAW,74.0,74.6666666667,72.75,73.75
9865,1732996,8226,9789,2014/2015,2015-05-02 00:00:00,DRAW,81.0,78.5,79.2,73.0
9866,1732997,8177,9788,2014/2015,2015-05-03 00:00:00,AWAY_WIN,0.0,77.0,74.6666666667,72.8333333333
9867,1732998,8697,9810,2014/2015,2015-05-02 00:00:00,HOME_WIN,75.5,73.3333333333,73.8333333333,73.3333333333
9868,1732999,8358,8460,2014/2015,2015-05-02 00:00:00,AWAY_WIN,70.5,74.0,69.75,70.6666666667
9869,1733000,9823,8406,2014/2015,2015-05-09 00:00:00,AWAY_WIN,75.0,86.5,73.75,83.0
9870,1733001,9789,8177,2014/2015,2015-05-09 00:00:00,HOME_WIN,77.0,81.0,73.4,79.4
9871,1733002,9788,8178,2014/2015,2015-05-09 00:00:00,HOME_WIN,78.0,0.0,75.2,74.6666666667
9872,1733003,9904,8697,2014/2015,2015-05-09 00:00:00,DRAW,73.3333333333,73.0,72.6666666667,72.0
9873,1733004,9810,8226,2014/2015,2015-05-09 00:00:00,HOME_WIN,78.5,76.0,75.0,73.8571428571
9874,1733005,10269,9905,2014/2015,2015-05-09 00:00:00,HOME_WIN,77.0,75.0,73.25,71.0
9875,1733006,9790,8358,2014/2015,2015-05-08 00:00:00,DRAW,65.0,77.5,71.25,73.75
9876,1733007,8722,10189,2014/2015,2015-05-10 00:00:00,HOME_WIN,72.5,74.0,78.3333333333,72.75
9877,1733008,8460,8721,2014/2015,2015-05-10 00:00:00,AWAY_WIN,77.0,69.0,78.6666666667,69.75
9878,1733009,10189,8460,2014/2015,2015-05-16 00:00:00,HOME_WIN,72.0,81.0,69.0,77.2
9879,1733010,8178,8226,2014/2015,2015-05-16 00:00:00,HOME_WIN,77.0,78.0,73.6,74.4
9880,1733011,8721,9789,2014/2015,2015-05-16 00:00:00,HOME_WIN,81.0,76.0,78.6,78.75
9881,1733012,9905,8722,2014/2015,2015-05-16 00:00:00,HOME_WIN,67.0,77.0,71.75,73.25
9882,1733013,8406,9904,2014/2015,2015-05-16 00:00:00,AWAY_WIN,73.0,74.6666666667,72.75,73.75
9883,1733014,8177,9810,2014/2015,2015-05-16 00:00:00,DRAW,76.0,77.0,73.5714285714,73.4
9884,1733015,8697,9788,2014/2015,2015-05-16 00:00:00,AWAY_WIN,0.0,73.5,76.3333333333,73.6666666667
9885,1733016,8358,9823,2014/2015,2015-05-16 00:00:00,HOME_WIN,87.0,65.0,80.8,71.25
9886,1733017,10269,9790,2014/2015,2015-05-16 00:00:00,HOME_WIN,77.5,75.0,74.2,71.0
9887,1733018,9823,9905,2014/2015,2015-05-23 00:00:00,HOME_WIN,0.0,86.5,72.8,82.0
9888,1733019,9789,8697,2014/2015,2015-05-23 00:00:00,HOME_WIN,77.0,81.0,69.75,79.4
9889,1733020,9788,8406,2014/2015,2015-05-23 00:00:00,AWAY_WIN,74.5,0.0,74.3333333333,74.3333333333
9890,1733021,8226,8177,2014/2015,2015-05-23 00:00:00,HOME_WIN,77.0,79.3333333333,73.8,72.4
9891,1733022,9904,8358,2014/2015,2015-05-23 00:00:00,HOME_WIN,65.0,73.0,71.25,73.0
9892,1733023,9810,8178,2014/2015,2015-05-23 00:00:00,HOME_WIN,78.0,67.5,74.2,74.3333333333
9893,1733024,9790,10189,2014/2015,2015-05-23 00:00:00,HOME_WIN,74.5,77.5,72.0,73.75
9894,1733025,8722,8721,2014/2015,2015-05-23 00:00:00,DRAW,76.0,74.0,77.25,72.3333333333
9895,1733026,8460,10269,2014/2015,2015-05-23 00:00:00,AWAY_WIN,75.0,70.5,71.0,69.2
9896,1732739,10189,9810,2014/2015,2014-09-20 00:00:00,DRAW,75.0,80.0,73.1428571429,76.0
9897,1732740,8721,8178,2014/2015,2014-09-21 00:00:00,HOME_WIN,77.0,75.0,73.4,79.25
9898,1732741,9905,9789,2014/2015,2014-09-20 00:00:00,HOME_WIN,79.0,77.0,78.6666666667,69.75
9899,1732742,8406,8697,2014/2015,2014-09-20 00:00:00,HOME_WIN,68.5,73.25,73.75,72.25
9900,1732743,8358,8177,2014/2015,2014-09-19 00:00:00,DRAW,74.0,66.0,74.25,68.25
9901,1732744,10269,8226,2014/2015,2014-09-20 00:00:00,AWAY_WIN,76.6666666667,74.0,72.5,72.0
9902,1732745,9790,9823,2014/2015,2014-09-20 00:00:00,DRAW,82.5,78.0,80.6666666667,74.8
9903,1732746,8722,9788,2014/2015,2014-09-21 00:00:00,DRAW,75.0,72.0,74.6666666667,70.2
9904,1732747,8460,9904,2014/2015,2014-09-20 00:00:00,HOME_WIN,72.5,69.0,73.0,67.0
9905,1732748,9823,8460,2014/2015,2014-09-23 00:00:00,HOME_WIN,69.0,87.6666666667,67.0,82.6
9906,1732749,9789,10269,2014/2015,2014-09-24 00:00:00,DRAW,74.0,79.5,72.0,80.3333333333
9907,1732750,8178,8406,2014/2015,2014-09-24 00:00:00,HOME_WIN,73.25,78.5,72.25,74.8333333333
9908,1732751,9788,9790,2014/2015,2014-09-24 00:00:00,HOME_WIN,78.0,75.0,74.8,75.0
9909,1732752,8226,8358,2014/2015,2014-09-23 00:00:00,DRAW,0.0,77.0,68.5,72.6
9910,1732753,9904,8722,2014/2015,2014-09-24 00:00:00,HOME_WIN,0.0,74.0,71.0,72.0
9911,1732754,8177,8721,2014/2015,2014-09-24 00:00:00,HOME_WIN,77.0,78.0,79.0,73.8
9912,1732755,8697,10189,2014/2015,2014-09-23 00:00:00,AWAY_WIN,80.0,68.5,75.0,70.0
9913,1732756,9810,9905,2014/2015,2014-09-23 00:00:00,DRAW,77.0,75.0,71.0,73.6666666667
9914,1732760,10189,9789,2014/2015,2014-09-27 00:00:00,HOME_WIN,79.3333333333,80.0,79.7142857143,75.6666666667
9915,1732761,8721,8697,2014/2015,2014-09-27 00:00:00,HOME_WIN,74.6666666667,79.0,71.0,78.2
9916,1732762,9905,8226,2014/2015,2014-09-26 00:00:00,DRAW,77.25,0.0,72.5,71.0
9917,1732763,8406,8177,2014/2015,2014-09-28 00:00:00,HOME_WIN,78.0,73.25,73.8,72.5
9918,1732764,8358,8178,2014/2015,2014-09-27 00:00:00,DRAW,78.5,66.0,74.0,68.75
9919,1732765,10269,9904,2014/2015,2014-09-27 00:00:00,HOME_WIN,74.0,75.0,72.0,71.75
9920,1732766,9790,9810,2014/2015,2014-09-28 00:00:00,AWAY_WIN,75.0,78.0,73.0,74.6
9921,1732767,8722,9823,2014/2015,2014-09-27 00:00:00,AWAY_WIN,87.6666666667,72.0,80.4,70.4
9922,1732768,8460,9788,2014/2015,2014-09-27 00:00:00,AWAY_WIN,70.0,67.0,76.6666666667,68.0
9923,1732769,9823,9904,2014/2015,2014-10-04 00:00:00,HOME_WIN,72.5,88.5,71.25,80.5
9924,1732770,9789,9790,2014/2015,2014-10-04 00:00:00,AWAY_WIN,78.0,79.0,75.1666666667,79.2857142857
9925,1732771,8178,8460,2014/2015,2014-10-04 00:00:00,DRAW,69.0,78.5,68.2,74.1666666667
9926,1732772,8721,8406,2014/2015,2014-10-05 00:00:00,HOME_WIN,73.6666666667,75.0,72.5,78.0
9927,1732773,9788,9905,2014/2015,2014-10-05 00:00:00,DRAW,77.0,0.0,70.6,75.0
9928,1732774,8226,10189,2014/2015,2014-10-04 00:00:00,HOME_WIN,80.0,77.25,75.6666666667,72.5
9929,1732775,8177,10269,2014/2015,2014-10-03 00:00:00,HOME_WIN,79.0,78.0,71.75,75.5
9930,1732776,8697,8358,2014/2015,2014-10-04 00:00:00,DRAW,0.0,75.0,69.5,71.5
9931,1732777,9810,8722,2014/2015,2014-10-04 00:00:00,HOME_WIN,70.0,75.0,70.5,73.5714285714
9932,1732778,9823,8697,2014/2015,2014-10-18 00:00:00,HOME_WIN,75.0,88.0,73.75,82.6
9933,1732779,10189,8177,2014/2015,2014-10-18 00:00:00,HOME_WIN,78.0,80.0,75.25,77.3333333333
9934,1732780,9905,8406,2014/2015,2014-10-18 00:00:00,HOME_WIN,73.25,77.0,72.5,71.25
9935,1732781,9904,9788,2014/2015,2014-10-18 00:00:00,AWAY_WIN,76.0,74.0,75.4,73.0
9936,1732782,8358,8721,2014/2015,2014-10-18 00:00:00,AWAY_WIN,79.0,0.0,78.2,71.0
9937,1732783,10269,8178,2014/2015,2014-10-18 00:00:00,DRAW,78.5,79.0,75.2,72.75
9938,1732784,9790,8226,2014/2015,2014-10-19 00:00:00,DRAW,77.5,78.0,73.0,74.8
9939,1732785,8722,9789,2014/2015,2014-10-18 00:00:00,HOME_WIN,80.0,70.0,81.0,70.5
9940,1732786,8460,9810,2014/2015,2014-10-19 00:00:00,HOME_WIN,75.5,69.0,73.0,67.0
9941,1732787,9789,9904,2014/2015,2014-10-25 00:00:00,AWAY_WIN,74.0,79.0,73.0,80.8
9942,1732788,8178,10189,2014/2015,2014-10-25 00:00:00,HOME_WIN,77.6666666667,78.5,77.3333333333,76.1666666667
9943,1732789,8721,9905,2014/2015,2014-10-26 00:00:00,HOME_WIN,77.0,79.0,71.0,77.2
9944,1732790,9788,9823,2014/2015,2014-10-26 00:00:00,DRAW,86.5,76.0,80.5,75.3333333333
9945,1732791,8406,8358,2014/2015,2014-10-25 00:00:00,HOME_WIN,0.0,73.3333333333,70.5,72.5
9946,1732792,8226,8460,2014/2015,2014-10-25 00:00:00,HOME_WIN,69.0,77.25,67.0,73.0
9947,1732793,8177,9790,2014/2015,2014-10-25 00:00:00,HOME_WIN,78.0,78.0,72.0,75.25
9948,1732794,8697,8722,2014/2015,2014-10-24 00:00:00,AWAY_WIN,70.0,75.0,70.75,74.25
9949,1732795,9810,10269,2014/2015,2014-10-25 00:00:00,AWAY_WIN,0.0,75.5,72.25,73.3333333333
9950,2001675,9823,9790,2015/2016,2015-08-14 00:00:00,HOME_WIN,73.0,87.6666666667,75.75,85.8
9951,2001676,9789,9788,2015/2016,2015-08-15 00:00:00,HOME_WIN,77.0,82.0,71.5,81.75
9952,2001677,8178,8226,2015/2016,2015-08-15 00:00:00,HOME_WIN,79.5,78.5,76.2,77.6
9953,2001679,8721,9810,2015/2016,2015-08-16 00:00:00,HOME_WIN,76.0,78.0,76.0,80.75
9954,2001680,10269,8722,2015/2016,2015-08-16 00:00:00,AWAY_WIN,78.0,76.5,74.25,72.75
9955,2001681,8406,8177,2015/2016,2015-08-15 00:00:00,AWAY_WIN,77.0,75.6666666667,75.25,75.6666666667
9956,2001682,8697,10189,2015/2016,2015-08-15 00:00:00,AWAY_WIN,79.6666666667,76.0,77.0,71.75
9957,2001683,9905,8234,2015/2016,2015-08-15 00:00:00,AWAY_WIN,69.0,72.0,70.2,75.0
9958,2001684,8262,9904,2015/2016,2015-08-15 00:00:00,DRAW,69.5,71.0,74.0,69.6666666667
9959,2002173,9823,8722,2015/2016,2015-10-24 00:00:00,HOME_WIN,74.5,87.6666666667,74.5,84.6
9960,2002174,9789,8406,2015/2016,2015-10-25 00:00:00,HOME_WIN,77.0,83.0,73.0,80.6
9961,2002175,8178,10269,2015/2016,2015-10-24 00:00:00,HOME_WIN,77.0,80.5,74.0,75.75
9962,2002176,9788,10189,2015/2016,2015-10-25 00:00:00,HOME_WIN,75.5,0.0,77.8,73.6666666667
9963,2002177,9904,9810,2015/2016,2015-10-24 00:00:00,AWAY_WIN,78.0,73.0,75.8333333333,73.75
9964,2002178,8226,9790,2015/2016,2015-10-23 00:00:00,AWAY_WIN,76.0,77.6666666667,74.5,75.2
9965,2002179,9905,8697,2015/2016,2015-10-24 00:00:00,AWAY_WIN,76.0,73.0,75.5,73.0
9966,2002180,8234,8177,2015/2016,2015-10-24 00:00:00,AWAY_WIN,77.0,70.0,75.0,71.4
9967,2002181,8262,8721,2015/2016,2015-10-24 00:00:00,AWAY_WIN,79.0,70.5,81.0,72.0
9968,2002182,10189,8234,2015/2016,2015-10-31 00:00:00,DRAW,69.0,78.0,71.6,78.2
9969,2002183,8721,8178,2015/2016,2015-10-31 00:00:00,HOME_WIN,81.0,75.5,76.0,81.75
9970,2002184,9790,9904,2015/2016,2015-11-01 00:00:00,AWAY_WIN,73.0,74.5,73.75,75.5
9971,2002185,10269,8262,2015/2016,2015-11-01 00:00:00,HOME_WIN,71.0,77.0,72.25,74.1666666667
9972,2002186,8406,9905,2015/2016,2015-10-31 00:00:00,DRAW,73.0,73.3333333333,72.8,75.6666666667
9973,2002187,8697,9789,2015/2016,2015-10-31 00:00:00,AWAY_WIN,83.0,76.0,79.75,76.0
9974,2002188,9810,9823,2015/2016,2015-10-30 00:00:00,DRAW,88.5,78.0,84.4,74.8333333333
9975,2002189,8722,8226,2015/2016,2015-10-31 00:00:00,DRAW,75.0,75.5,75.4,74.6666666667
9976,2002190,8177,9788,2015/2016,2015-10-31 00:00:00,AWAY_WIN,0.0,77.0,73.3333333333,75.6666666667
9977,2002191,9823,10269,2015/2016,2015-11-07 00:00:00,HOME_WIN,77.0,87.6666666667,74.1666666667,84.0
9978,2002192,9789,10189,2015/2016,2015-11-08 00:00:00,HOME_WIN,78.0,83.0,77.0,80.25
9979,2002193,8178,8722,2015/2016,2015-11-07 00:00:00,AWAY_WIN,75.5,81.0,75.0,76.4
9980,2002194,9788,8234,2015/2016,2015-11-07 00:00:00,DRAW,69.0,0.0,71.8,73.3333333333
9981,2002195,8406,8697,2015/2016,2015-11-08 00:00:00,AWAY_WIN,76.0,74.0,72.8,74.0
9982,2002196,9904,8177,2015/2016,2015-11-06 00:00:00,AWAY_WIN,77.0,72.0,71.6,73.75
9983,2002197,8226,9810,2015/2016,2015-11-07 00:00:00,DRAW,78.0,78.6666666667,75.5,75.75
9984,2002198,9905,8721,2015/2016,2015-11-07 00:00:00,HOME_WIN,75.5,73.0,81.6,72.6
9985,2002199,8262,9790,2015/2016,2015-11-07 00:00:00,DRAW,74.5,71.0,74.75,72.25
9986,2002201,10189,9823,2015/2016,2015-11-21 00:00:00,AWAY_WIN,87.6666666667,77.5,85.0,78.25
9987,2002202,9788,9904,2015/2016,2015-11-21 00:00:00,HOME_WIN,68.6666666667,0.0,74.0,74.0
9988,2002203,8721,8697,2015/2016,2015-11-21 00:00:00,HOME_WIN,76.0,77.5,71.75,80.0
9989,2002204,9790,9789,2015/2016,2015-11-20 00:00:00,HOME_WIN,83.0,76.0,80.25,74.75
9990,2002205,10269,8406,2015/2016,2015-11-21 00:00:00,AWAY_WIN,77.0,77.0,74.0,74.0
9991,2002206,9810,8178,2015/2016,2015-11-21 00:00:00,AWAY_WIN,81.0,76.5,76.75,74.6666666667
9992,2002207,8722,9905,2015/2016,2015-11-21 00:00:00,DRAW,73.0,75.5,74.75,75.0
9993,2002208,8177,8226,2015/2016,2015-11-22 00:00:00,HOME_WIN,76.0,77.0,76.0,72.2
9994,2002209,8234,8262,2015/2016,2015-11-22 00:00:00,HOME_WIN,71.0,69.5,72.0,71.8333333333
9995,2002210,9823,8177,2015/2016,2015-11-28 00:00:00,HOME_WIN,76.0,86.5,72.2,84.1666666667
9996,2002211,9789,10269,2015/2016,2015-11-29 00:00:00,HOME_WIN,77.0,84.0,73.0,80.0
9997,2002212,8178,10189,2015/2016,2015-11-29 00:00:00,DRAW,77.6666666667,81.0,78.25,75.25
9998,2002213,8406,8721,2015/2016,2015-11-29 00:00:00,DRAW,77.5,77.0,79.0,74.0
9999,2002214,8697,9790,2015/2016,2015-11-28 00:00:00,AWAY_WIN,76.0,76.0,73.75,75.0
10000,2002215,9904,8234,2015/2016,2015-11-28 00:00:00,HOME_WIN,68.0,68.6666666667,71.0,74.5
10001,2002216,8226,9788,2015/2016,2015-11-28 00:00:00,DRAW,77.0,77.0,72.3333333333,76.0
10002,2002217,9905,9810,2015/2016,2015-11-28 00:00:00,HOME_WIN,77.5,73.0,74.6666666667,74.3333333333
10003,2002218,8262,8722,2015/2016,2015-11-27 00:00:00,DRAW,78.0,71.0,75.0,71.5
10004,2002219,10189,9904,2015/2016,2015-12-04 00:00:00,HOME_WIN,69.5,77.6666666667,74.0,78.25
10005,2002220,9788,9823,2015/2016,2015-12-05 00:00:00,HOME_WIN,86.5,0.0,84.1666666667,70.25
10006,2002221,8721,9789,2015/2016,2015-12-05 00:00:00,AWAY_WIN,84.0,76.0,78.4,80.5
10007,2002222,9790,9905,2015/2016,2015-12-05 00:00:00,AWAY_WIN,73.0,73.0,73.5,73.75
10008,2002223,10269,8697,2015/2016,2015-12-06 00:00:00,DRAW,76.0,77.0,75.5,74.0
10009,2002224,9810,8262,2015/2016,2015-12-06 00:00:00,AWAY_WIN,71.0,77.0,71.6666666667,75.5
10010,2002225,8722,8406,2015/2016,2015-12-05 00:00:00,AWAY_WIN,77.0,74.0,74.0,75.0
10011,2002226,8177,8178,2015/2016,2015-12-05 00:00:00,HOME_WIN,81.0,76.5,75.25,71.25
10012,2002227,8234,8226,2015/2016,2015-12-05 00:00:00,DRAW,77.0,69.5,76.0,71.0
10013,2002228,9823,8234,2015/2016,2015-12-12 00:00:00,HOME_WIN,69.5,86.5,70.8333333333,83.5
10014,2002229,9789,9810,2015/2016,2015-12-13 00:00:00,HOME_WIN,77.5,84.0,72.4285714286,81.0
10015,2002230,8178,9788,2015/2016,2015-12-12 00:00:00,HOME_WIN,77.0,80.0,74.25,77.5
10016,2002231,8721,9790,2015/2016,2015-12-12 00:00:00,DRAW,76.0,76.0,74.25,79.0
10017,2002232,8406,10189,2015/2016,2015-12-13 00:00:00,HOME_WIN,77.6666666667,77.0,78.0,73.0
10018,2002233,8697,8722,2015/2016,2015-12-12 00:00:00,DRAW,78.0,76.0,75.0,75.5
10019,2002234,8226,9904,2015/2016,2015-12-12 00:00:00,HOME_WIN,66.0,77.0,73.25,75.4
10020,2002235,9905,10269,2015/2016,2015-12-11 00:00:00,DRAW,0.0,73.0,74.8,74.75
10021,2002236,8262,8177,2015/2016,2015-12-12 00:00:00,AWAY_WIN,76.5,71.5,72.2,72.3333333333
10022,2002237,10189,8226,2015/2016,2015-12-18 00:00:00,HOME_WIN,76.0,79.0,75.6,78.0
10023,2002238,9788,8262,2015/2016,2015-12-20 00:00:00,HOME_WIN,71.5,0.0,71.75,71.5
10024,2002239,9790,8406,2015/2016,2015-12-19 00:00:00,AWAY_WIN,74.0,76.0,74.0,74.75
10025,2002240,10269,8721,2015/2016,2015-12-19 00:00:00,HOME_WIN,76.0,77.0,78.2,74.4
10026,2002241,9810,8697,2015/2016,2015-12-19 00:00:00,HOME_WIN,76.0,75.3333333333,75.0,74.4
10027,2002242,8722,9789,2015/2016,2015-12-19 00:00:00,HOME_WIN,84.0,71.0,79.75,74.8
10028,2002243,9904,9823,2015/2016,2015-12-19 00:00:00,AWAY_WIN,86.5,70.5,82.8,73.25
10029,2002244,8177,9905,2015/2016,2015-12-20 00:00:00,HOME_WIN,73.0,77.0,74.75,76.0
10030,2002245,8234,8178,2015/2016,2015-12-19 00:00:00,AWAY_WIN,80.0,69.0,76.75,71.8333333333
10031,2002246,10189,8697,2015/2016,2016-01-24 00:00:00,AWAY_WIN,76.0,78.3333333333,76.25,77.0
10032,2002247,9788,9789,2015/2016,2016-01-23 00:00:00,AWAY_WIN,84.0,0.0,80.75,71.5
10033,2002248,9790,9823,2015/2016,2016-01-22 00:00:00,AWAY_WIN,87.0,77.0,84.75,74.5
10034,2002249,9810,8721,2015/2016,2016-01-24 00:00:00,HOME_WIN,0.0,77.5,80.2,75.2
10035,2002250,8722,10269,2015/2016,2016-01-23 00:00:00,AWAY_WIN,78.0,78.0,75.0,75.25
10036,2002251,9904,8262,2015/2016,2016-01-23 00:00:00,AWAY_WIN,72.5,75.0,72.25,74.0
10037,2002252,8177,8406,2015/2016,2016-01-23 00:00:00,DRAW,74.5,77.0,74.25,76.25
10038,2002253,8226,8178,2015/2016,2016-01-23 00:00:00,DRAW,80.5,79.0,77.25,75.6
10039,2002254,8234,9905,2015/2016,2016-01-23 00:00:00,HOME_WIN,73.0,69.0,72.5,70.6
10040,2002255,9823,8226,2015/2016,2016-01-31 00:00:00,HOME_WIN,75.5,87.6666666667,75.4,84.0
10041,2002256,9789,8234,2015/2016,2016-01-30 00:00:00,HOME_WIN,69.5,80.5,70.6,80.4
10042,2002257,8178,9904,2015/2016,2016-01-30 00:00:00,HOME_WIN,75.0,80.5,72.6666666667,77.75
10043,2002258,8721,8722,2015/2016,2016-01-31 00:00:00,DRAW,75.0,0.0,74.0,81.4
10044,2002259,10269,9790,2015/2016,2016-01-30 00:00:00,HOME_WIN,77.0,78.0,74.5,75.0
10045,2002260,8406,9810,2015/2016,2016-01-30 00:00:00,DRAW,78.0,74.5,75.2,74.25
10046,2002261,8697,8177,2015/2016,2016-01-30 00:00:00,DRAW,77.0,76.0,76.25,76.25
10047,2002262,9905,9788,2015/2016,2016-01-29 00:00:00,HOME_WIN,0.0,74.0,74.25,72.5
10048,2002263,8262,10189,2015/2016,2016-01-30 00:00:00,AWAY_WIN,78.3333333333,72.5,77.0,72.25
10049,2002096,10189,8262,2015/2016,2015-08-22 00:00:00,DRAW,71.0,79.6666666667,71.25,77.6666666667
10050,2002097,9788,9905,2015/2016,2015-08-23 00:00:00,AWAY_WIN,72.0,0.0,75.5,77.5
10051,2002098,9790,10269,2015/2016,2015-08-22 00:00:00,HOME_WIN,76.5,73.0,72.75,75.75
10052,2002099,9810,8406,2015/2016,2015-08-22 00:00:00,DRAW,75.0,76.0,74.5,76.0
10053,2002100,8722,8721,2015/2016,2015-08-22 00:00:00,DRAW,79.0,74.0,82.0,74.25
10054,2002101,9904,8178,2015/2016,2015-08-22 00:00:00,AWAY_WIN,80.0,70.6666666667,77.25,74.0
10055,2002102,8177,8697,2015/2016,2015-08-21 00:00:00,DRAW,75.0,77.0,71.75,75.25
10056,2002103,8226,9823,2015/2016,2015-08-22 00:00:00,AWAY_WIN,88.0,79.5,85.8,76.2
10057,2002104,8234,9789,2015/2016,2015-08-23 00:00:00,AWAY_WIN,82.0,69.0,80.0,70.0
10058,2002264,10189,8721,2015/2016,2016-02-06 00:00:00,HOME_WIN,74.0,78.3333333333,80.0,77.0
10059,2002265,8178,9823,2015/2016,2016-02-06 00:00:00,DRAW,88.5,80.5,84.25,77.25
10060,2002266,9788,8697,2015/2016,2016-02-05 00:00:00,HOME_WIN,76.0,0.0,72.5,71.75
10061,2002267,9790,8722,2015/2016,2016-02-07 00:00:00,DRAW,75.0,77.0,74.2,74.75
10062,2002268,9810,10269,2015/2016,2016-02-06 00:00:00,AWAY_WIN,78.0,78.0,75.0,72.25
10063,2002269,9904,9905,2015/2016,2016-02-06 00:00:00,AWAY_WIN,74.0,73.6666666667,72.5,73.5
10064,2002270,8177,9789,2015/2016,2016-02-06 00:00:00,DRAW,84.0,77.0,81.75,76.25
10065,2002271,8226,8262,2015/2016,2016-02-07 00:00:00,AWAY_WIN,72.5,76.5,72.6666666667,74.4
10066,2002272,8234,8406,2015/2016,2016-02-06 00:00:00,HOME_WIN,74.5,69.5,74.5,70.8
10067,2002273,9789,9904,2015/2016,2016-02-13 00:00:00,HOME_WIN,70.3333333333,0.0,72.5,79.8
10068,2002274,8721,8234,2015/2016,2016-02-13 00:00:00,HOME_WIN,69.5,0.0,70.8,79.0
10069,2002275,9790,9788,2015/2016,2016-02-14 00:00:00,HOME_WIN,0.0,74.5,74.3333333333,74.25
10070,2002276,10269,8177,2015/2016,2016-02-13 00:00:00,HOME_WIN,76.0,0.0,76.2,75.0
10071,2002277,8406,9823,2015/2016,2016-02-14 00:00:00,AWAY_WIN,87.6666666667,78.0,84.0,74.4
10072,2002278,8697,8226,2015/2016,2016-02-13 00:00:00,DRAW,77.0,76.0,76.5,75.8
10073,2002279,8722,9810,2015/2016,2016-02-13 00:00:00,HOME_WIN,78.0,75.0,72.2,74.2
10074,2002280,9905,10189,2015/2016,2016-02-12 00:00:00,HOME_WIN,78.5,73.0,77.0,73.0
10075,2002281,8262,8178,2015/2016,2016-02-13 00:00:00,AWAY_WIN,79.0,72.5,74.0,73.0
10076,2002282,9823,8262,2015/2016,2016-02-20 00:00:00,HOME_WIN,71.0,87.6666666667,71.25,81.75
10077,2002283,10189,10269,2015/2016,2016-02-21 00:00:00,DRAW,78.0,79.5,75.2,77.0
10078,2002284,8178,9789,2015/2016,2016-02-21 00:00:00,AWAY_WIN,84.0,80.5,80.3333333333,77.25
10079,2002285,9788,8722,2015/2016,2016-02-20 00:00:00,HOME_WIN,78.0,0.0,74.4,70.6666666667
10080,2002286,9810,9790,2015/2016,2016-02-19 00:00:00,DRAW,74.5,78.0,74.75,72.6
10081,2002287,9904,8406,2015/2016,2016-02-21 00:00:00,AWAY_WIN,75.0,70.6666666667,74.75,72.5
10082,2002288,8177,8721,2015/2016,2016-02-20 00:00:00,DRAW,77.0,77.0,80.1666666667,76.25
10083,2002289,8226,9905,2015/2016,2016-02-20 00:00:00,HOME_WIN,73.0,76.6666666667,72.0,76.0
10084,2002290,8234,8697,2015/2016,2016-02-20 00:00:00,HOME_WIN,76.0,69.5,75.8,70.6666666667
10085,2002291,9789,8226,2015/2016,2016-02-28 00:00:00,HOME_WIN,76.0,84.0,74.8333333333,79.25
10086,2002292,8721,9823,2015/2016,2016-02-27 00:00:00,AWAY_WIN,87.6666666667,77.0,83.6666666667,80.1666666667
10087,2002293,9790,8234,2015/2016,2016-02-27 00:00:00,DRAW,70.0,74.5,70.8333333333,74.75
10088,2002294,10269,9904,2015/2016,2016-02-27 00:00:00,AWAY_WIN,67.0,0.0,73.75,75.2
10089,2002295,8406,9788,2015/2016,2016-02-28 00:00:00,DRAW,0.0,76.0,71.0,74.75
10090,2002296,8697,8262,2015/2016,2016-02-27 00:00:00,DRAW,72.5,76.0,73.0,76.25
10091,2002297,9810,10189,2015/2016,2016-02-28 00:00:00,DRAW,81.0,77.0,76.2,75.2
10092,2002298,8722,8177,2015/2016,2016-02-26 00:00:00,AWAY_WIN,77.5,78.0,76.0,74.2
10093,2002299,9905,8178,2015/2016,2016-02-28 00:00:00,HOME_WIN,82.0,73.0,76.6666666667,73.0
10094,2002300,9823,9905,2015/2016,2016-03-02 00:00:00,AWAY_WIN,0.0,88.5,73.75,82.0
10095,2002301,10189,9790,2015/2016,2016-03-02 00:00:00,HOME_WIN,77.0,81.0,74.75,77.6666666667
10096,2002302,8178,8697,2015/2016,2016-03-02 00:00:00,AWAY_WIN,76.0,82.0,76.25,76.3333333333
10097,2002303,9788,10269,2015/2016,2016-03-02 00:00:00,HOME_WIN,78.0,0.0,75.4,71.0
10098,2002304,9904,8721,2015/2016,2016-03-01 00:00:00,AWAY_WIN,77.0,67.0,79.5,73.75
10099,2002305,8177,9810,2015/2016,2016-03-02 00:00:00,HOME_WIN,76.0,77.5,75.2,76.0
10100,2002306,8226,8406,2015/2016,2016-03-02 00:00:00,HOME_WIN,75.0,76.6666666667,75.0,76.75
10101,2002307,8234,8722,2015/2016,2016-03-01 00:00:00,DRAW,78.0,70.0,74.25,70.8333333333
10102,2002308,8262,9789,2015/2016,2016-03-02 00:00:00,AWAY_WIN,80.5,73.0,79.5,73.0
10103,2002309,9789,9823,2015/2016,2016-03-05 00:00:00,DRAW,87.6666666667,84.0,84.0,80.2
10104,2002310,8721,9788,2015/2016,2016-03-05 00:00:00,HOME_WIN,0.0,77.0,72.0,80.0
10105,2002311,9790,8177,2015/2016,2016-03-06 00:00:00,HOME_WIN,78.0,72.0,75.75,74.25
10106,2002312,10269,8226,2015/2016,2016-03-05 00:00:00,HOME_WIN,76.0,76.0,75.3333333333,75.4
10107,2002313,8406,8178,2015/2016,2016-03-05 00:00:00,DRAW,0.0,75.0,74.3333333333,73.75
