,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Attacker_rating,home_Attacker_rating,away_Defender_rating,home_Defender_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,away_Midfielder_rating,home_Midfielder_rating,Unnamed: 0,HEAD_2_HEAD_HOME_TEAM_WINS,HEAD_2_HEAD_HOME_TEAM_LOSS,HEAD_2_HEAD_DRAW,HOME_WIN_RATE,HOME_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE,AWAY_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE_AT_THIS_GROUND
13145,1223093,9839,8593,2012/2013,2/3/13 0:00,AWAY_WIN,73.66666667,66.5,73.25,63.25,78.0,64.0,75.33333333,66.0,13145,0.0,0.833333333,0.166666667,0.282608696,0.2,0.53968254,0.4,0.666666667
13146,1223095,8611,9908,2012/2013,2/3/13 0:00,AWAY_WIN,69.66666667,72.5,68.75,72.33333333,73.0,78.0,71.66666667,75.2,13146,0.571428571,0.0,0.428571429,0.716666667,0.777777778,0.262295082,0.444444444,0.0
13147,1223097,8464,8277,2012/2013,2/3/13 0:00,HOME_WIN,72.5,67.5,72.33333333,65.66666667,76.0,67.0,73.2,68.5,13147,0.4,0.4,0.2,0.351851852,0.3,0.285714286,0.7,0.5
13148,1223099,8525,10235,2012/2013,2/3/13 0:00,AWAY_WIN,70.5,65.0,74.25,65.0,72.0,61.0,72.25,63.66666667,13148,0.0,0.75,0.25,0.210526316,0.2,0.378787879,0.4,0.5
13149,1223121,10217,9761,2012/2013,2/9/13 0:00,HOME_WIN,68.0,66.0,66.75,64.25,70.0,70.0,66.2,68.66666667,13149,0.428571429,0.571428571,0.0,0.303571429,0.222222222,0.216666667,0.2,0.333333333
13150,1223123,8674,10219,2012/2013,2/9/13 0:00,HOME_WIN,66.33333333,69.0,66.0,68.33333333,60.0,66.0,65.33333333,66.6,13150,0.25,0.25,0.5,0.517857143,0.2,0.142857143,0.111111111,0.5
13151,1223125,8277,8640,2012/2013,2/9/13 0:00,DRAW,0.0,76.5,0.0,70.33333333,69.0,76.0,75.7,73.2,13151,0.142857143,0.571428571,0.285714286,0.375,0.4,0.476923077,0.6,0.333333333
13152,1223126,9791,8525,2012/2013,2/9/13 0:00,HOME_WIN,65.0,68.5,64.0,64.66666667,61.0,71.0,63.66666667,68.8,13152,0.75,0.0,0.25,0.516129032,0.333333333,0.055555556,0.0,0.0
13153,1223129,10228,9839,2012/2013,2/9/13 0:00,DRAW,66.5,73.0,62.33333333,67.0,64.0,73.0,65.2,69.71428571,13153,0.333333333,0.166666667,0.5,0.474576271,0.444444444,0.046511628,0.125,0.0
13154,1223135,6413,8611,2012/2013,2/10/13 0:00,DRAW,70.0,65.33333333,73.66666667,65.33333333,78.0,67.0,74.8,65.75,13154,0.0,0.0,1.0,0.1,0.1,0.515151515,0.454545455,0.111111111
13155,1223137,10235,10229,2012/2013,2/10/13 0:00,HOME_WIN,72.5,70.5,70.5,74.25,75.0,72.0,71.66666667,72.0,13155,0.25,0.5,0.25,0.639344262,0.7,0.380952381,0.3,0.666666667
13156,1223139,9908,8464,2012/2013,2/10/13 0:00,AWAY_WIN,68.0,69.66666667,65.66666667,68.75,68.0,73.0,69.0,69.0,13156,0.166666667,0.333333333,0.5,0.451612903,0.5,0.282608696,0.444444444,0.0
13157,1223163,8464,9839,2012/2013,2/15/13 0:00,AWAY_WIN,66.5,68.0,63.25,65.6,64.0,68.0,65.0,68.5,13157,0.4,0.2,0.4,0.363636364,0.363636364,0.045454545,0.111111111,0.0
13158,1223164,9761,9791,2012/2013,2/16/13 0:00,DRAW,68.5,68.0,65.0,65.8,71.0,70.0,68.66666667,67.0,13158,0.0,1.0,0.0,0.46031746,0.363636364,0.230769231,0.111111111,1.0
13159,1223165,9803,10229,2012/2013,2/16/13 0:00,DRAW,72.5,67.0,69.0,67.25,75.0,64.0,69.71428571,66.25,13159,0.285714286,0.714285714,0.0,0.469387755,0.25,0.375,0.272727273,0.666666667
13160,1223166,8611,8525,2012/2013,2/16/13 0:00,DRAW,65.0,73.0,65.0,73.25,61.0,78.0,63.5,75.2,13160,1.0,0.0,0.0,0.704918033,0.7,0.054054054,0.0,0.0
13161,1223167,8640,9908,2012/2013,2/16/13 0:00,HOME_WIN,69.66666667,0.0,67.5,0.0,73.0,69.0,71.66666667,75.7,13161,0.625,0.125,0.25,0.761904762,0.818181818,0.274193548,0.5,0.0
13162,1223168,6413,10235,2012/2013,2/17/13 0:00,HOME_WIN,70.5,65.5,74.25,65.33333333,72.0,67.0,72.0,66.8,13162,0.0,1.0,0.0,0.090909091,0.090909091,0.388059701,0.454545455,0.0
13163,1223169,10217,10228,2012/2013,2/17/13 0:00,HOME_WIN,73.0,66.0,67.33333333,65.0,73.0,70.0,69.16666667,68.25,13163,0.375,0.25,0.375,0.315789474,0.3,0.262295082,0.090909091,0.0
13164,1223170,8277,8674,2012/2013,2/17/13 0:00,HOME_WIN,69.0,75.0,68.33333333,72.33333333,66.0,76.0,66.6,70.75,13164,0.571428571,0.285714286,0.142857143,0.368421053,0.363636364,0.266666667,0.363636364,0.0
13165,1223171,10219,8593,2012/2013,2/17/13 0:00,AWAY_WIN,73.5,68.0,75.33333333,67.0,78.0,74.0,75.0,65.75,13165,0.0,1.0,0.0,0.333333333,0.333333333,0.546875,0.454545455,1.0
